CropItem,Year,QtyProduced(tonnes)
"Anise, badian, fennel, coriander",1990,89343.0
"Anise, badian, fennel, coriander",1991,89749.0
"Anise, badian, fennel, coriander",1992,154200.0
"Anise, badian, fennel, coriander",1993,179637.0
"Anise, badian, fennel, coriander",1994,108812.0
"Anise, badian, fennel, coriander",1995,110000.0
"Anise, badian, fennel, coriander",1996,131516.0
"Anise, badian, fennel, coriander",1997,148917.0
"Anise, badian, fennel, coriander",1998,161065.0
"Anise, badian, fennel, coriander",1999,173088.0
"Anise, badian, fennel, coriander",2000,166692.0
"Anise, badian, fennel, coriander",2001,244943.0
"Anise, badian, fennel, coriander",2002,162362.0
"Anise, badian, fennel, coriander",2003,254737.0
"Anise, badian, fennel, coriander",2004,227099.0
"Anise, badian, fennel, coriander",2005,261170.0
"Anise, badian, fennel, coriander",2006,268776.0
"Anise, badian, fennel, coriander",2007,396517.0
"Anise, badian, fennel, coriander",2008,397286.0
"Anise, badian, fennel, coriander",2009,392379.0
"Anise, badian, fennel, coriander",2010,419600.0
"Anise, badian, fennel, coriander",2011,537277.0
"Anise, badian, fennel, coriander",2012,537330.0
"Anise, badian, fennel, coriander",2013,546173.0
"Anise, badian, fennel, coriander",2014,584000.0
"Anise, badian, fennel, coriander",2015,546000.0
"Anise, badian, fennel, coriander",2016,632000.0
"Anise, badian, fennel, coriander",2017,1529000.0
"Anise, badian, fennel, coriander",2018,1503000.0
"Anise, badian, fennel, coriander",2019,1448000.0
Apples,1990,1093900.0
Apples,1991,1175005.0
Apples,1992,1147743.0
Apples,1993,1168252.0
Apples,1994,1300000.0
Apples,1995,1200000.0
Apples,1996,1211379.0
Apples,1997,1308390.0
Apples,1998,1320590.0
Apples,1999,1380000.0
Apples,2000,1050000.0
Apples,2001,1230000.0
Apples,2002,1160000.0
Apples,2003,1470000.0
Apples,2004,1521600.0
Apples,2005,1739000.0
Apples,2006,1814000.0
Apples,2007,1624000.0
Apples,2008,2001000.0
Apples,2009,1985000.0
Apples,2010,1777200.0
Apples,2011,2891000.0
Apples,2012,2203400.0
Apples,2013,1915000.0
Apples,2014,2497680.0
Apples,2015,2134000.0
Apples,2016,2521000.0
Apples,2017,2265000.0
Apples,2018,2327000.0
Apples,2019,2316000.0
Apricots,1990,6000.0
Apricots,1991,6200.0
Apricots,1992,6500.0
Apricots,1993,6800.0
Apricots,1994,7000.0
Apricots,1995,7300.0
Apricots,1996,7900.0
Apricots,1997,8100.0
Apricots,1998,8400.0
Apricots,1999,9400.0
Apricots,2000,9900.0
Apricots,2001,10000.0
Apricots,2002,10216.0
Apricots,2003,10530.0
Apricots,2004,10908.0
Apricots,2005,11332.0
Apricots,2006,11847.0
Apricots,2007,12317.0
Apricots,2008,12889.0
Apricots,2009,13292.0
Apricots,2010,13645.0
Apricots,2011,13929.0
Apricots,2012,14149.0
Apricots,2013,14155.0
Apricots,2014,14116.0
Apricots,2015,14186.0
Apricots,2016,15280.0
Apricots,2017,15541.0
Apricots,2018,15843.0
Apricots,2019,16145.0
Areca nuts,1990,251300.0
Areca nuts,1991,238500.0
Areca nuts,1992,243200.0
Areca nuts,1993,256300.0
Areca nuts,1994,271100.0
Areca nuts,1995,289700.0
Areca nuts,1996,295500.0
Areca nuts,1997,307700.0
Areca nuts,1998,333900.0
Areca nuts,1999,310000.0
Areca nuts,2000,330000.0
Areca nuts,2001,330000.0
Areca nuts,2002,400000.0
Areca nuts,2003,415900.0
Areca nuts,2004,439200.0
Areca nuts,2005,452700.0
Areca nuts,2006,483100.0
Areca nuts,2007,483300.0
Areca nuts,2008,476000.0
Areca nuts,2009,481300.0
Areca nuts,2010,478000.0
Areca nuts,2011,478000.0
Areca nuts,2012,681000.0
Areca nuts,2013,609000.0
Areca nuts,2014,622000.0
Areca nuts,2015,747000.0
Areca nuts,2016,714000.0
Areca nuts,2017,723000.0
Areca nuts,2018,833000.0
Areca nuts,2019,901000.0
Bananas,1990,7153000.0
Bananas,1991,7853100.0
Bananas,1992,8523000.0
Bananas,1993,9945000.0
Bananas,1994,10686000.0
Bananas,1995,10182000.0
Bananas,1996,10299000.0
Bananas,1997,13340000.0
Bananas,1998,15100000.0
Bananas,1999,16810000.0
Bananas,2000,14137300.0
Bananas,2001,14209900.0
Bananas,2002,13304400.0
Bananas,2003,13856600.0
Bananas,2004,16744500.0
Bananas,2005,18887800.0
Bananas,2006,20997800.0
Bananas,2007,23823000.0
Bananas,2008,26217000.0
Bananas,2009,26469500.0
Bananas,2010,29780000.0
Bananas,2011,28455100.0
Bananas,2012,26509000.0
Bananas,2013,27575000.0
Bananas,2014,29724550.0
Bananas,2015,29221000.0
Bananas,2016,29135000.0
Bananas,2017,30477000.0
Bananas,2018,30808000.0
Bananas,2019,30460000.0
Barley,1990,1485700.0
Barley,1991,1632400.0
Barley,1992,1698700.0
Barley,1993,1512400.0
Barley,1994,1312700.0
Barley,1995,1283000.0
Barley,1996,1510000.0
Barley,1997,1462000.0
Barley,1998,1679400.0
Barley,1999,1537800.0
Barley,2000,1447000.0
Barley,2001,1430600.0
Barley,2002,1424500.0
Barley,2003,1407400.0
Barley,2004,1297600.0
Barley,2005,1207100.0
Barley,2006,1220600.0
Barley,2007,1330000.0
Barley,2008,1200000.0
Barley,2009,1689100.0
Barley,2010,1354700.0
Barley,2011,1662900.0
Barley,2012,1620000.0
Barley,2013,1750000.0
Barley,2014,1830000.0
Barley,2015,1613000.0
Barley,2016,1440000.0
Barley,2017,1747450.0
Barley,2018,1780810.0
Barley,2019,1633070.0
"Bastfibres, other",1990,277300.0
"Bastfibres, other",1991,286900.0
"Bastfibres, other",1992,231400.0
"Bastfibres, other",1993,230100.0
"Bastfibres, other",1994,235600.0
"Bastfibres, other",1995,235300.0
"Bastfibres, other",1996,282600.0
"Bastfibres, other",1997,190800.0
"Bastfibres, other",1998,175392.0
"Bastfibres, other",1999,200250.0
"Bastfibres, other",2000,203364.0
"Bastfibres, other",2001,223074.0
"Bastfibres, other",2002,196992.0
"Bastfibres, other",2003,180306.0
"Bastfibres, other",2004,165834.0
"Bastfibres, other",2005,157140.0
"Bastfibres, other",2006,156618.0
"Bastfibres, other",2007,172080.0
"Bastfibres, other",2008,178200.0
"Bastfibres, other",2009,131580.0
"Bastfibres, other",2010,106400.0
"Bastfibres, other",2011,115700.0
"Bastfibres, other",2012,113000.0
"Bastfibres, other",2013,108000.0
"Bastfibres, other",2014,103934.0
"Bastfibres, other",2015,98543.0
"Bastfibres, other",2016,90384.0
"Bastfibres, other",2017,84245.0
"Bastfibres, other",2018,78106.0
"Bastfibres, other",2019,71967.0
"Beans, dry",1990,4084900.0
"Beans, dry",1991,3529000.0
"Beans, dry",1992,3870400.0
"Beans, dry",1993,3274700.0
"Beans, dry",1994,3057400.0
"Beans, dry",1995,3440000.0
"Beans, dry",1996,3507800.0
"Beans, dry",1997,2955800.0
"Beans, dry",1998,2557600.0
"Beans, dry",1999,2866000.0
"Beans, dry",2000,2847000.0
"Beans, dry",2001,3296200.0
"Beans, dry",2002,2618800.0
"Beans, dry",2003,4230800.0
"Beans, dry",2004,2883900.0
"Beans, dry",2005,2630800.0
"Beans, dry",2006,3270000.0
"Beans, dry",2007,3930000.0
"Beans, dry",2008,3010000.0
"Beans, dry",2009,2430000.0
"Beans, dry",2010,4890000.0
"Beans, dry",2011,4330000.0
"Beans, dry",2012,3760000.0
"Beans, dry",2013,4020000.0
"Beans, dry",2014,4230000.0
"Beans, dry",2015,4260000.0
"Beans, dry",2016,5890000.0
"Beans, dry",2017,6340000.0
"Beans, dry",2018,6220000.0
"Beans, dry",2019,5310000.0
"Beans, green",1990,398084.0
"Beans, green",1991,374000.0
"Beans, green",1992,380000.0
"Beans, green",1993,385000.0
"Beans, green",1994,388000.0
"Beans, green",1995,390000.0
"Beans, green",1996,400000.0
"Beans, green",1997,405349.0
"Beans, green",1998,410000.0
"Beans, green",1999,416734.0
"Beans, green",2000,420000.0
"Beans, green",2001,432626.0
"Beans, green",2002,443108.0
"Beans, green",2003,454062.0
"Beans, green",2004,465352.0
"Beans, green",2005,504808.0
"Beans, green",2006,521490.0
"Beans, green",2007,537780.0
"Beans, green",2008,554346.0
"Beans, green",2009,570534.0
"Beans, green",2010,586127.0
"Beans, green",2011,600978.0
"Beans, green",2012,620000.0
"Beans, green",2013,620000.0
"Beans, green",2014,628502.0
"Beans, green",2015,661863.0
"Beans, green",2016,678362.0
"Beans, green",2017,694241.0
"Beans, green",2018,710119.0
"Beans, green",2019,725998.0
Berries nes,1990,1065.0
Berries nes,1991,821.0
Berries nes,1992,879.0
Berries nes,1993,937.0
Berries nes,1994,1002.0
Berries nes,1995,1051.0
Berries nes,1996,1100.0
Berries nes,1997,1200.0
Berries nes,1998,1200.0
Berries nes,1999,1300.0
Berries nes,2000,1370.0
Berries nes,2001,1400.0
Berries nes,2002,1470.0
Berries nes,2003,1539.0
Berries nes,2004,1583.0
Berries nes,2005,1641.0
Berries nes,2006,1698.0
Berries nes,2007,1756.0
Berries nes,2008,1814.0
Berries nes,2009,1872.0
Berries nes,2010,1929.0
Berries nes,2011,1987.0
Berries nes,2012,2045.0
Berries nes,2013,2103.0
Berries nes,2014,2129.0
Berries nes,2015,2200.0
Berries nes,2016,2267.0
Berries nes,2017,2324.0
Berries nes,2018,2381.0
Berries nes,2019,2438.0
Cabbages and other brassicas,1990,2373632.0
Cabbages and other brassicas,1991,2796431.0
Cabbages and other brassicas,1992,4357050.0
Cabbages and other brassicas,1993,3590000.0
Cabbages and other brassicas,1994,3910000.0
Cabbages and other brassicas,1995,4262500.0
Cabbages and other brassicas,1996,4615000.0
Cabbages and other brassicas,1997,4967500.0
Cabbages and other brassicas,1998,5320000.0
Cabbages and other brassicas,1999,5620000.0
Cabbages and other brassicas,2000,5909400.0
Cabbages and other brassicas,2001,5506500.0
Cabbages and other brassicas,2002,5678200.0
Cabbages and other brassicas,2003,5392000.0
Cabbages and other brassicas,2004,5594600.0
Cabbages and other brassicas,2005,6113500.0
Cabbages and other brassicas,2006,5637300.0
Cabbages and other brassicas,2007,5584000.0
Cabbages and other brassicas,2008,5910000.0
Cabbages and other brassicas,2009,6869600.0
Cabbages and other brassicas,2010,7281400.0
Cabbages and other brassicas,2011,7949000.0
Cabbages and other brassicas,2012,8412000.0
Cabbages and other brassicas,2013,8534000.0
Cabbages and other brassicas,2014,9039220.0
Cabbages and other brassicas,2015,8585000.0
Cabbages and other brassicas,2016,8806000.0
Cabbages and other brassicas,2017,8807000.0
Cabbages and other brassicas,2018,9037000.0
Cabbages and other brassicas,2019,9127000.0
Carrots and turnips,1990,280000.0
Carrots and turnips,1991,287000.0
Carrots and turnips,1992,293000.0
Carrots and turnips,1993,295000.0
Carrots and turnips,1994,300319.0
Carrots and turnips,1995,300000.0
Carrots and turnips,1996,320000.0
Carrots and turnips,1997,340000.0
Carrots and turnips,1998,342981.0
Carrots and turnips,1999,350234.0
Carrots and turnips,2000,350000.0
Carrots and turnips,2001,368003.0
Carrots and turnips,2002,380074.0
Carrots and turnips,2003,392405.0
Carrots and turnips,2004,404800.0
Carrots and turnips,2005,419407.0
Carrots and turnips,2006,432546.0
Carrots and turnips,2007,445812.0
Carrots and turnips,2008,459139.0
Carrots and turnips,2009,472473.0
Carrots and turnips,2010,485771.0
Carrots and turnips,2011,498989.0
Carrots and turnips,2012,520000.0
Carrots and turnips,2013,520000.0
Carrots and turnips,2014,533610.0
Carrots and turnips,2015,553911.0
Carrots and turnips,2016,562983.0
Carrots and turnips,2017,575630.0
Carrots and turnips,2018,1106500.0
Carrots and turnips,2019,1106500.0
"Cashew nuts, with shell",1990,285590.0
"Cashew nuts, with shell",1991,294590.0
"Cashew nuts, with shell",1992,305310.0
"Cashew nuts, with shell",1993,350000.0
"Cashew nuts, with shell",1994,350000.0
"Cashew nuts, with shell",1995,321640.0
"Cashew nuts, with shell",1996,417830.0
"Cashew nuts, with shell",1997,430000.0
"Cashew nuts, with shell",1998,360000.0
"Cashew nuts, with shell",1999,460000.0
"Cashew nuts, with shell",2000,520000.0
"Cashew nuts, with shell",2001,450000.0
"Cashew nuts, with shell",2002,470000.0
"Cashew nuts, with shell",2003,500000.0
"Cashew nuts, with shell",2004,535000.0
"Cashew nuts, with shell",2005,544000.0
"Cashew nuts, with shell",2006,573000.0
"Cashew nuts, with shell",2007,620000.0
"Cashew nuts, with shell",2008,665000.0
"Cashew nuts, with shell",2009,695000.0
"Cashew nuts, with shell",2010,613000.0
"Cashew nuts, with shell",2011,674600.0
"Cashew nuts, with shell",2012,725000.0
"Cashew nuts, with shell",2013,753000.0
"Cashew nuts, with shell",2014,753000.0
"Cashew nuts, with shell",2015,745000.0
"Cashew nuts, with shell",2016,671000.0
"Cashew nuts, with shell",2017,745000.0
"Cashew nuts, with shell",2018,817000.0
"Cashew nuts, with shell",2019,743000.0
Cassava,1990,4962000.0
Cassava,1991,5416200.0
Cassava,1992,5832500.0
Cassava,1993,5412800.0
Cassava,1994,6028900.0
Cassava,1995,5856800.0
Cassava,1996,5443200.0
Cassava,1997,5662800.0
Cassava,1998,6681900.0
Cassava,1999,5830000.0
Cassava,2000,6014100.0
Cassava,2001,6768400.0
Cassava,2002,6515900.0
Cassava,2003,5426200.0
Cassava,2004,5949600.0
Cassava,2005,7462800.0
Cassava,2006,7854900.0
Cassava,2007,8232300.0
Cassava,2008,9056000.0
Cassava,2009,9623000.0
Cassava,2010,8059800.0
Cassava,2011,8076000.0
Cassava,2012,8746500.0
Cassava,2013,7236600.0
Cassava,2014,8139430.0
Cassava,2015,4373000.0
Cassava,2016,4344000.0
Cassava,2017,4171000.0
Cassava,2018,4950000.0
Cassava,2019,4976000.0
Castor oil seed,1990,716200.0
Castor oil seed,1991,577000.0
Castor oil seed,1992,623000.0
Castor oil seed,1993,634800.0
Castor oil seed,1994,845000.0
Castor oil seed,1995,780000.0
Castor oil seed,1996,902000.0
Castor oil seed,1997,829000.0
Castor oil seed,1998,840300.0
Castor oil seed,1999,765100.0
Castor oil seed,2000,882800.0
Castor oil seed,2001,652700.0
Castor oil seed,2002,428000.0
Castor oil seed,2003,796700.0
Castor oil seed,2004,793400.0
Castor oil seed,2005,990700.0
Castor oil seed,2006,762000.0
Castor oil seed,2007,1053000.0
Castor oil seed,2008,1171100.0
Castor oil seed,2009,1009000.0
Castor oil seed,2010,1350000.0
Castor oil seed,2011,2295000.0
Castor oil seed,2012,1964000.0
Castor oil seed,2013,1727000.0
Castor oil seed,2014,1870000.0
Castor oil seed,2015,1752000.0
Castor oil seed,2016,1376000.0
Castor oil seed,2017,1376420.0
Castor oil seed,2018,1567560.0
Castor oil seed,2019,1196680.0
Cauliflowers and broccoli,1990,3394897.0
Cauliflowers and broccoli,1991,2998061.0
Cauliflowers and broccoli,1992,4220053.0
Cauliflowers and broccoli,1993,2870000.0
Cauliflowers and broccoli,1994,3780000.0
Cauliflowers and broccoli,1995,4000000.0
Cauliflowers and broccoli,1996,4500000.0
Cauliflowers and broccoli,1997,5000000.0
Cauliflowers and broccoli,1998,4470000.0
Cauliflowers and broccoli,1999,4690000.0
Cauliflowers and broccoli,2000,4720000.0
Cauliflowers and broccoli,2001,4690000.0
Cauliflowers and broccoli,2002,4890000.0
Cauliflowers and broccoli,2003,4800000.0
Cauliflowers and broccoli,2004,4940200.0
Cauliflowers and broccoli,2005,4514800.0
Cauliflowers and broccoli,2006,5323100.0
Cauliflowers and broccoli,2007,5538000.0
Cauliflowers and broccoli,2008,5777000.0
Cauliflowers and broccoli,2009,6531900.0
Cauliflowers and broccoli,2010,6569000.0
Cauliflowers and broccoli,2011,6745000.0
Cauliflowers and broccoli,2012,7349000.0
Cauliflowers and broccoli,2013,7887000.0
Cauliflowers and broccoli,2014,8573280.0
Cauliflowers and broccoli,2015,7926000.0
Cauliflowers and broccoli,2016,8090000.0
Cauliflowers and broccoli,2017,8557000.0
Cauliflowers and broccoli,2018,8668000.0
Cauliflowers and broccoli,2019,9083000.0
Cherries,1990,3200.0
Cherries,1991,3700.0
Cherries,1992,3800.0
Cherries,1993,4000.0
Cherries,1994,4200.0
Cherries,1995,4400.0
Cherries,1996,4800.0
Cherries,1997,4900.0
Cherries,1998,5100.0
Cherries,1999,7400.0
Cherries,2000,7800.0
Cherries,2001,8000.0
Cherries,2002,8054.0
Cherries,2003,8301.0
Cherries,2004,8540.0
Cherries,2005,8771.0
Cherries,2006,8917.0
Cherries,2007,9114.0
Cherries,2008,9261.0
Cherries,2009,9374.0
Cherries,2010,9554.0
Cherries,2011,9733.0
Cherries,2012,9898.0
Cherries,2013,9960.0
Cherries,2014,10586.0
Cherries,2015,10945.0
Cherries,2016,10765.0
Cherries,2017,10845.0
Cherries,2018,10976.0
Cherries,2019,11107.0
Chick peas,1990,4217300.0
Chick peas,1991,5356400.0
Chick peas,1992,4121000.0
Chick peas,1993,4416700.0
Chick peas,1994,4980800.0
Chick peas,1995,6435500.0
Chick peas,1996,4979000.0
Chick peas,1997,5565900.0
Chick peas,1998,6132200.0
Chick peas,1999,6800700.0
Chick peas,2000,5118100.0
Chick peas,2001,3855400.0
Chick peas,2002,5473000.0
Chick peas,2003,4236800.0
Chick peas,2004,5717500.0
Chick peas,2005,5469400.0
Chick peas,2006,5575400.0
Chick peas,2007,6333700.0
Chick peas,2008,5748600.0
Chick peas,2009,7060000.0
Chick peas,2010,7480000.0
Chick peas,2011,8220000.0
Chick peas,2012,7700000.0
Chick peas,2013,8832500.0
Chick peas,2014,9530000.0
Chick peas,2015,7332000.0
Chick peas,2016,7058000.0
Chick peas,2017,9377560.0
Chick peas,2018,11379190.0
Chick peas,2019,9937990.0
"Chillies and peppers, dry",1990,719000.0
"Chillies and peppers, dry",1991,617500.0
"Chillies and peppers, dry",1992,862100.0
"Chillies and peppers, dry",1993,800100.0
"Chillies and peppers, dry",1994,794700.0
"Chillies and peppers, dry",1995,810000.0
"Chillies and peppers, dry",1996,1066000.0
"Chillies and peppers, dry",1997,870100.0
"Chillies and peppers, dry",1998,1043200.0
"Chillies and peppers, dry",1999,1052800.0
"Chillies and peppers, dry",2000,983700.0
"Chillies and peppers, dry",2001,1069000.0
"Chillies and peppers, dry",2002,896900.0
"Chillies and peppers, dry",2003,1235700.0
"Chillies and peppers, dry",2004,1185500.0
"Chillies and peppers, dry",2005,1014600.0
"Chillies and peppers, dry",2006,1234100.0
"Chillies and peppers, dry",2007,1294150.0
"Chillies and peppers, dry",2008,1269850.0
"Chillies and peppers, dry",2009,1202940.0
"Chillies and peppers, dry",2010,1223400.0
"Chillies and peppers, dry",2011,1276301.0
"Chillies and peppers, dry",2012,1304000.0
"Chillies and peppers, dry",2013,1492000.0
"Chillies and peppers, dry",2014,1492000.0
"Chillies and peppers, dry",2015,1605000.0
"Chillies and peppers, dry",2016,1520390.0
"Chillies and peppers, dry",2017,2096000.0
"Chillies and peppers, dry",2018,2149000.0
"Chillies and peppers, dry",2019,1743000.0
"Chillies and peppers, green",1990,42000.0
"Chillies and peppers, green",1991,42230.0
"Chillies and peppers, green",1992,43000.0
"Chillies and peppers, green",1993,43500.0
"Chillies and peppers, green",1994,44000.0
"Chillies and peppers, green",1995,45500.0
"Chillies and peppers, green",1996,47000.0
"Chillies and peppers, green",1997,48000.0
"Chillies and peppers, green",1998,49000.0
