CropItem,Year,QtyProduced(tonnes)
Pulses nes,2003,618900.0
Pulses nes,2004,834500.0
Pulses nes,2005,649200.0
Pulses nes,2006,759300.0
Pulses nes,2007,700000.0
Pulses nes,2008,670000.0
Pulses nes,2009,700000.0
Pulses nes,2010,700000.0
Pulses nes,2011,700000.0
Pulses nes,2012,960000.0
Pulses nes,2013,1092000.0
Pulses nes,2014,1155000.0
Pulses nes,2015,988200.0
Pulses nes,2016,918493.0
Pulses nes,2017,919269.0
Pulses nes,2018,1000000.0
Pulses nes,2019,912609.0
"Pumpkins, squash and gourds",1990,2860000.0
"Pumpkins, squash and gourds",1991,2933000.0
"Pumpkins, squash and gourds",1992,2950000.0
"Pumpkins, squash and gourds",1993,3100000.0
"Pumpkins, squash and gourds",1994,3074014.0
"Pumpkins, squash and gourds",1995,3150000.0
"Pumpkins, squash and gourds",1996,3200000.0
"Pumpkins, squash and gourds",1997,3300000.0
"Pumpkins, squash and gourds",1998,3350000.0
"Pumpkins, squash and gourds",1999,3400000.0
"Pumpkins, squash and gourds",2000,3450000.0
"Pumpkins, squash and gourds",2001,3500000.0
"Pumpkins, squash and gourds",2002,3605716.0
"Pumpkins, squash and gourds",2003,3702215.0
"Pumpkins, squash and gourds",2004,3800848.0
"Pumpkins, squash and gourds",2005,3900938.0
"Pumpkins, squash and gourds",2006,4136382.0
"Pumpkins, squash and gourds",2007,4259627.0
"Pumpkins, squash and gourds",2008,4388123.0
"Pumpkins, squash and gourds",2009,4515818.0
"Pumpkins, squash and gourds",2010,4637531.0
"Pumpkins, squash and gourds",2011,4752830.0
"Pumpkins, squash and gourds",2012,4900000.0
"Pumpkins, squash and gourds",2013,4900000.0
"Pumpkins, squash and gourds",2014,5021477.0
"Pumpkins, squash and gourds",2015,5243814.0
"Pumpkins, squash and gourds",2016,5378393.0
"Pumpkins, squash and gourds",2017,5506393.0
"Pumpkins, squash and gourds",2018,1106500.0
"Pumpkins, squash and gourds",2019,1106500.0
Rapeseed,1990,4125300.0
Rapeseed,1991,5229300.0
Rapeseed,1992,5862500.0
Rapeseed,1993,4800000.0
Rapeseed,1994,5327900.0
Rapeseed,1995,5758000.0
Rapeseed,1996,5999500.0
Rapeseed,1997,6657900.0
Rapeseed,1998,4702900.0
Rapeseed,1999,5663900.0
Rapeseed,2000,5788400.0
Rapeseed,2001,4187200.0
Rapeseed,2002,5082600.0
Rapeseed,2003,3879800.0
Rapeseed,2004,6291400.0
Rapeseed,2005,7593100.0
Rapeseed,2006,8131200.0
Rapeseed,2007,7438000.0
Rapeseed,2008,5834000.0
Rapeseed,2009,7200700.0
Rapeseed,2010,6608100.0
Rapeseed,2011,8179000.0
Rapeseed,2012,6600000.0
Rapeseed,2013,7820000.0
Rapeseed,2014,7877000.0
Rapeseed,2015,6282000.0
Rapeseed,2016,6797000.0
Rapeseed,2017,7917230.0
Rapeseed,2018,8429850.0
Rapeseed,2019,9255660.0
"Rice, paddy",1990,111517408.0
"Rice, paddy",1991,112042000.0
"Rice, paddy",1992,109001200.0
"Rice, paddy",1993,120400000.0
"Rice, paddy",1994,122640000.0
"Rice, paddy",1995,115440000.0
"Rice, paddy",1996,122500000.0
"Rice, paddy",1997,123700000.0
"Rice, paddy",1998,129055000.0
"Rice, paddy",1999,134495904.0
"Rice, paddy",2000,127464896.0
"Rice, paddy",2001,139900000.0
"Rice, paddy",2002,107730304.0
"Rice, paddy",2003,132789000.0
"Rice, paddy",2004,124697104.0
"Rice, paddy",2005,137690096.0
"Rice, paddy",2006,139136992.0
"Rice, paddy",2007,144570000.0
"Rice, paddy",2008,148036000.0
"Rice, paddy",2009,135672992.0
"Rice, paddy",2010,143963008.0
"Rice, paddy",2011,157900000.0
"Rice, paddy",2012,157800000.0
"Rice, paddy",2013,159200000.0
"Rice, paddy",2014,157200000.0
"Rice, paddy",2015,156540000.0
"Rice, paddy",2016,163700000.0
"Rice, paddy",2017,168500000.0
"Rice, paddy",2018,174716730.0
"Rice, paddy",2019,177645000.0
"Rubber, natural",1990,297300.0
"Rubber, natural",1991,329600.0
"Rubber, natural",1992,366700.0
"Rubber, natural",1993,367000.0
"Rubber, natural",1994,394000.0
"Rubber, natural",1995,472000.0
"Rubber, natural",1996,507000.0
"Rubber, natural",1997,550000.0
"Rubber, natural",1998,605000.0
"Rubber, natural",1999,622000.0
"Rubber, natural",2000,630000.0
"Rubber, natural",2001,631000.0
"Rubber, natural",2002,649435.0
"Rubber, natural",2003,711650.0
"Rubber, natural",2004,749665.0
"Rubber, natural",2005,802625.0
"Rubber, natural",2006,852895.0
"Rubber, natural",2007,825345.0
"Rubber, natural",2008,864500.0
"Rubber, natural",2009,831400.0
"Rubber, natural",2010,862000.0
"Rubber, natural",2011,800000.0
"Rubber, natural",2012,900000.0
"Rubber, natural",2013,900000.0
"Rubber, natural",2014,940000.0
"Rubber, natural",2015,944504.0
"Rubber, natural",2016,967175.0
"Rubber, natural",2017,975298.0
"Rubber, natural",2018,988352.0
"Rubber, natural",2019,1001405.0
Safflower seed,1990,486500.0
Safflower seed,1991,320100.0
Safflower seed,1992,202800.0
Safflower seed,1993,348300.0
Safflower seed,1994,522000.0
Safflower seed,1995,423000.0
Safflower seed,1996,383300.0
Safflower seed,1997,432300.0
Safflower seed,1998,120000.0
Safflower seed,1999,242200.0
Safflower seed,2000,260400.0
Safflower seed,2001,202000.0
Safflower seed,2002,230000.0
Safflower seed,2003,178500.0
Safflower seed,2004,134900.0
Safflower seed,2005,173600.0
Safflower seed,2006,228600.0
Safflower seed,2007,240000.0
Safflower seed,2008,225000.0
Safflower seed,2009,189200.0
Safflower seed,2010,178800.0
Safflower seed,2011,150000.0
Safflower seed,2012,145000.0
Safflower seed,2013,109000.0
Safflower seed,2014,113000.0
Safflower seed,2015,90000.0
Safflower seed,2016,53000.0
Safflower seed,2017,93900.0
Safflower seed,2018,55280.0
Safflower seed,2019,24640.0
Seed cotton,1990,5228000.0
Seed cotton,1991,5161000.0
Seed cotton,1992,6058000.0
Seed cotton,1993,5706000.0
Seed cotton,1994,6316000.0
Seed cotton,1995,6832000.0
Seed cotton,1996,7560000.0
Seed cotton,1997,5765000.0
Seed cotton,1998,6528000.0
Seed cotton,1999,6125000.0
Seed cotton,2000,5128000.0
Seed cotton,2001,5311000.0
Seed cotton,2002,4582000.0
Seed cotton,2003,7294000.0
Seed cotton,2004,8728000.0
Seed cotton,2005,9828000.0
Seed cotton,2006,12023000.0
Seed cotton,2007,13751000.0
Seed cotton,2008,11834000.0
Seed cotton,2009,12761000.0
Seed cotton,2010,17760000.0
Seed cotton,2011,19178000.0
Seed cotton,2012,18179000.0
Seed cotton,2013,18913000.0
Seed cotton,2014,18488000.0
Seed cotton,2015,15943000.0
Seed cotton,2016,17308000.0
Seed cotton,2017,17425000.0
Seed cotton,2018,14657000.0
Seed cotton,2019,18550000.0
Sesame seed,1990,835300.0
Sesame seed,1991,705900.0
Sesame seed,1992,760000.0
Sesame seed,1993,564000.0
Sesame seed,1994,590000.0
Sesame seed,1995,531000.0
Sesame seed,1996,640500.0
Sesame seed,1997,568100.0
Sesame seed,1998,527300.0
Sesame seed,1999,479900.0
Sesame seed,2000,517800.0
Sesame seed,2001,697800.0
Sesame seed,2002,441300.0
Sesame seed,2003,782100.0
Sesame seed,2004,674100.0
Sesame seed,2005,641100.0
Sesame seed,2006,618000.0
Sesame seed,2007,756900.0
Sesame seed,2008,640300.0
Sesame seed,2009,588400.0
Sesame seed,2010,893000.0
Sesame seed,2011,810000.0
Sesame seed,2012,685000.0
Sesame seed,2013,715000.0
Sesame seed,2014,828000.0
Sesame seed,2015,850000.0
Sesame seed,2016,747000.0
Sesame seed,2017,747030.0
Sesame seed,2018,755430.0
Sesame seed,2019,689310.0
Sorghum,1990,11681200.0
Sorghum,1991,8099000.0
Sorghum,1992,12806000.0
Sorghum,1993,11415000.0
Sorghum,1994,8965000.0
Sorghum,1995,9327000.0
Sorghum,1996,10934000.0
Sorghum,1997,7528000.0
Sorghum,1998,8415400.0
Sorghum,1999,8684900.0
Sorghum,2000,7529400.0
Sorghum,2001,7556800.0
Sorghum,2002,7070000.0
Sorghum,2003,7012400.0
Sorghum,2004,6681300.0
Sorghum,2005,7244300.0
Sorghum,2006,7629600.0
Sorghum,2007,7150800.0
Sorghum,2008,7925900.0
Sorghum,2009,7245600.0
Sorghum,2010,6698200.0
Sorghum,2011,7003100.0
Sorghum,2012,5980000.0
Sorghum,2013,5280000.0
Sorghum,2014,5540000.0
Sorghum,2015,5450000.0
Sorghum,2016,4240000.0
Sorghum,2017,4567900.0
Sorghum,2018,4803380.0
Sorghum,2019,3475410.0
Soybeans,1990,2601500.0
Soybeans,1991,2492000.0
Soybeans,1992,3390000.0
Soybeans,1993,4745200.0
Soybeans,1994,3931900.0
Soybeans,1995,5096000.0
Soybeans,1996,5400000.0
Soybeans,1997,6463100.0
Soybeans,1998,7143000.0
Soybeans,1999,7081400.0
Soybeans,2000,5275800.0
Soybeans,2001,5962700.0
Soybeans,2002,4654700.0
Soybeans,2003,7818900.0
Soybeans,2004,6876300.0
Soybeans,2005,8273500.0
Soybeans,2006,8857000.0
Soybeans,2007,10968000.0
Soybeans,2008,9905400.0
Soybeans,2009,9964500.0
Soybeans,2010,12736000.0
Soybeans,2011,12214000.0
Soybeans,2012,14666000.0
Soybeans,2013,11861000.0
Soybeans,2014,10374000.0
Soybeans,2015,8570000.0
Soybeans,2016,13159000.0
Soybeans,2017,13158730.0
Soybeans,2018,10932970.0
Soybeans,2019,13267520.0
Spices nes,1990,562900.0
Spices nes,1991,531700.0
Spices nes,1992,591900.0
Spices nes,1993,911100.0
Spices nes,1994,815000.0
Spices nes,1995,659000.0
Spices nes,1996,785000.0
Spices nes,1997,795000.0
Spices nes,1998,890300.0
Spices nes,1999,907800.0
Spices nes,2000,945600.0
Spices nes,2001,882200.0
Spices nes,2002,738800.0
Spices nes,2003,954700.0
Spices nes,2004,966100.0
Spices nes,2005,1075100.0
Spices nes,2006,1020000.0
Spices nes,2007,1104000.0
Spices nes,2008,1063000.0
Spices nes,2009,1029700.0
Spices nes,2010,1474900.0
Spices nes,2011,1699790.0
Spices nes,2012,1496990.0
Spices nes,2013,1500488.0
Spices nes,2014,1504000.0
Spices nes,2015,1292000.0
Spices nes,2016,1528000.0
Spices nes,2017,1592000.0
Spices nes,2018,1364000.0
Spices nes,2019,1434000.0
Sugar cane,1990,225569200.0
Sugar cane,1991,241045504.0
Sugar cane,1992,254000000.0
Sugar cane,1993,228030000.0
Sugar cane,1994,229670000.0
Sugar cane,1995,275540000.0
Sugar cane,1996,281100000.0
Sugar cane,1997,277560000.0
Sugar cane,1998,279541504.0
Sugar cane,1999,310332800.0
Sugar cane,2000,299323904.0
Sugar cane,2001,295956000.0
Sugar cane,2002,297207808.0
Sugar cane,2003,287383200.0
Sugar cane,2004,233861792.0
Sugar cane,2005,237088400.0
Sugar cane,2006,281171808.0
Sugar cane,2007,355519712.0
Sugar cane,2008,348187904.0
Sugar cane,2009,285029312.0
Sugar cane,2010,292301600.0
Sugar cane,2011,342382016.0
Sugar cane,2012,361036992.0
Sugar cane,2013,341200000.0
Sugar cane,2014,352142000.0
Sugar cane,2015,362333000.0
Sugar cane,2016,348448000.0
Sugar cane,2017,306069000.0
Sugar cane,2018,379904850.0
Sugar cane,2019,405416180.0
Sunflower seed,1990,873000.0
Sunflower seed,1991,1194000.0
Sunflower seed,1992,1182000.0
Sunflower seed,1993,1350000.0
Sunflower seed,1994,1220000.0
Sunflower seed,1995,1260000.0
Sunflower seed,1996,1250000.0
Sunflower seed,1997,890000.0
Sunflower seed,1998,943800.0
Sunflower seed,1999,693600.0
Sunflower seed,2000,646400.0
Sunflower seed,2001,679500.0
Sunflower seed,2002,872600.0
Sunflower seed,2003,930400.0
Sunflower seed,2004,1186700.0
Sunflower seed,2005,1439000.0
Sunflower seed,2006,1228000.0
Sunflower seed,2007,1463000.0
Sunflower seed,2008,1158000.0
Sunflower seed,2009,850700.0
Sunflower seed,2010,651000.0
Sunflower seed,2011,517000.0
Sunflower seed,2012,544000.0
Sunflower seed,2013,504000.0
Sunflower seed,2014,434000.0
Sunflower seed,2015,296000.0
Sunflower seed,2016,251000.0
Sunflower seed,2017,251380.0
Sunflower seed,2018,221660.0
Sunflower seed,2019,216290.0
Sweet potatoes,1990,1251500.0
Sweet potatoes,1991,1273500.0
Sweet potatoes,1992,1130700.0
Sweet potatoes,1993,1215500.0
Sweet potatoes,1994,1220600.0
Sweet potatoes,1995,1166100.0
Sweet potatoes,1996,1138100.0
Sweet potatoes,1997,1102200.0
Sweet potatoes,1998,1048100.0
Sweet potatoes,1999,1152400.0
Sweet potatoes,2000,1110600.0
Sweet potatoes,2001,1007400.0
Sweet potatoes,2002,1130300.0
Sweet potatoes,2003,1130300.0
Sweet potatoes,2004,1179100.0
Sweet potatoes,2005,1179400.0
Sweet potatoes,2006,1066500.0
Sweet potatoes,2007,1067200.0
Sweet potatoes,2008,1094000.0
Sweet potatoes,2009,1119700.0
Sweet potatoes,2010,1094700.0
Sweet potatoes,2011,1046600.0
Sweet potatoes,2012,1072800.0
Sweet potatoes,2013,1132400.0
Sweet potatoes,2014,1087880.0
Sweet potatoes,2015,1228000.0
Sweet potatoes,2016,1454000.0
Sweet potatoes,2017,1460000.0
Sweet potatoes,2018,1500000.0
Sweet potatoes,2019,1156000.0
Tea,1990,688100.0
Tea,1991,720300.0
Tea,1992,754200.0
Tea,1993,703900.0
Tea,1994,753000.0
Tea,1995,753900.0
Tea,1996,756000.0
Tea,1997,780000.0
Tea,1998,810000.0
Tea,1999,874000.0
Tea,2000,826000.0
Tea,2001,847000.0
Tea,2002,854000.0
Tea,2003,846000.0
Tea,2004,879000.0
Tea,2005,907000.0
Tea,2006,949000.0
Tea,2007,973000.0
Tea,2008,987000.0
Tea,2009,972700.0
Tea,2010,991182.0
Tea,2011,1095460.0
Tea,2012,1135070.0
Tea,2013,1208780.0
Tea,2014,1207310.0
Tea,2015,1233140.0
Tea,2016,1250490.0
Tea,2017,1325050.0
Tea,2018,1338630.0
Tea,2019,1390080.0
"Tobacco, unmanufactured",1990,551600.0
"Tobacco, unmanufactured",1991,555900.0
"Tobacco, unmanufactured",1992,584400.0
"Tobacco, unmanufactured",1993,596500.0
"Tobacco, unmanufactured",1994,562900.0
"Tobacco, unmanufactured",1995,566700.0
"Tobacco, unmanufactured",1996,535200.0
"Tobacco, unmanufactured",1997,618000.0
"Tobacco, unmanufactured",1998,646000.0
"Tobacco, unmanufactured",1999,736200.0
"Tobacco, unmanufactured",2000,520000.0
"Tobacco, unmanufactured",2001,340000.0
"Tobacco, unmanufactured",2002,550000.0
"Tobacco, unmanufactured",2003,490000.0
"Tobacco, unmanufactured",2004,549900.0
"Tobacco, unmanufactured",2005,549100.0
"Tobacco, unmanufactured",2006,552200.0
"Tobacco, unmanufactured",2007,520000.0
"Tobacco, unmanufactured",2008,490000.0
"Tobacco, unmanufactured",2009,622830.0
"Tobacco, unmanufactured",2010,690000.0
"Tobacco, unmanufactured",2011,830000.0
"Tobacco, unmanufactured",2012,820000.0
"Tobacco, unmanufactured",2013,765154.0
"Tobacco, unmanufactured",2014,719420.0
"Tobacco, unmanufactured",2015,738029.0
"Tobacco, unmanufactured",2016,759594.0
"Tobacco, unmanufactured",2017,773158.0
"Tobacco, unmanufactured",2018,788301.0
"Tobacco, unmanufactured",2019,804454.0
Tomatoes,1990,4603446.0
Tomatoes,1991,4244366.0
Tomatoes,1992,4849568.0
Tomatoes,1993,5000000.0
Tomatoes,1994,4930000.0
Tomatoes,1995,5260000.0
Tomatoes,1996,6000000.0
Tomatoes,1997,7000000.0
Tomatoes,1998,6180000.0
Tomatoes,1999,8270000.0
Tomatoes,2000,7430000.0
Tomatoes,2001,7240000.0
Tomatoes,2002,7462300.0
Tomatoes,2003,7616700.0
Tomatoes,2004,8125600.0
Tomatoes,2005,8825400.0
Tomatoes,2006,9820400.0
Tomatoes,2007,10055000.0
Tomatoes,2008,10303000.0
Tomatoes,2009,11148800.0
Tomatoes,2010,12433200.0
Tomatoes,2011,16526000.0
Tomatoes,2012,18653000.0
Tomatoes,2013,18227000.0
Tomatoes,2014,18735910.0
Tomatoes,2015,16385000.0
Tomatoes,2016,18732000.0
Tomatoes,2017,20708000.0
Tomatoes,2018,19759000.0
Tomatoes,2019,19007000.0
"Vegetables, fresh nes",1990,22600000.0
"Vegetables, fresh nes",1991,23100000.0
"Vegetables, fresh nes",1992,20600000.0
"Vegetables, fresh nes",1993,22100000.0
"Vegetables, fresh nes",1994,21600000.0
"Vegetables, fresh nes",1995,20190000.0
"Vegetables, fresh nes",1996,20000000.0
"Vegetables, fresh nes",1997,22970966.0
"Vegetables, fresh nes",1998,22600000.0
"Vegetables, fresh nes",1999,27030000.0
"Vegetables, fresh nes",2000,28630000.0
"Vegetables, fresh nes",2001,35340000.0
"Vegetables, fresh nes",2002,27180000.0
"Vegetables, fresh nes",2003,34740000.0
"Vegetables, fresh nes",2004,19172700.0
"Vegetables, fresh nes",2005,22123700.0
"Vegetables, fresh nes",2006,27480800.0
"Vegetables, fresh nes",2007,29146000.0
"Vegetables, fresh nes",2008,31402000.0
"Vegetables, fresh nes",2009,28006300.0
"Vegetables, fresh nes",2010,31724000.0
"Vegetables, fresh nes",2011,27557000.0
"Vegetables, fresh nes",2012,30459000.0
"Vegetables, fresh nes",2013,33213000.0
"Vegetables, fresh nes",2014,36838000.0
"Vegetables, fresh nes",2015,35868526.0
"Vegetables, fresh nes",2016,36407146.0
"Vegetables, fresh nes",2017,37220014.0
"Vegetables, fresh nes",2018,41102000.0
"Vegetables, fresh nes",2019,42211000.0
"Walnuts, with shell",1990,20000.0
"Walnuts, with shell",1991,18000.0
"Walnuts, with shell",1992,23500.0
"Walnuts, with shell",1993,22000.0
"Walnuts, with shell",1994,28000.0
"Walnuts, with shell",1995,25000.0
"Walnuts, with shell",1996,29000.0
"Walnuts, with shell",1997,24000.0
"Walnuts, with shell",1998,30000.0
"Walnuts, with shell",1999,28000.0
"Walnuts, with shell",2000,31000.0
"Walnuts, with shell",2001,29000.0
"Walnuts, with shell",2002,30000.0
"Walnuts, with shell",2003,31000.0
"Walnuts, with shell",2004,34000.0
"Walnuts, with shell",2005,32000.0
"Walnuts, with shell",2006,36000.0
"Walnuts, with shell",2007,33000.0
"Walnuts, with shell",2008,37000.0
"Walnuts, with shell",2009,36000.0
"Walnuts, with shell",2010,38000.0
"Walnuts, with shell",2011,36000.0
"Walnuts, with shell",2012,40000.0
"Walnuts, with shell",2013,36000.0
"Walnuts, with shell",2014,43000.0
"Walnuts, with shell",2015,35000.0
"Walnuts, with shell",2016,33000.0
"Walnuts, with shell",2017,1106500.0
"Walnuts, with shell",2018,1106500.0
"Walnuts, with shell",2019,1106500.0
Watermelons,1990,200000.0
Watermelons,1991,205900.0
Watermelons,1992,208000.0
Watermelons,1993,210000.0
Watermelons,1994,215000.0
Watermelons,1995,220000.0
Watermelons,1996,225000.0
Watermelons,1997,250000.0
Watermelons,1998,249018.0
Watermelons,1999,255540.0
Watermelons,2000,255000.0
Watermelons,2001,270877.0
Watermelons,2002,281147.0
Watermelons,2003,291544.0
Watermelons,2004,301927.0
Watermelons,2005,313709.0
Watermelons,2006,324625.0
Watermelons,2007,335666.0
Watermelons,2008,346812.0
Watermelons,2009,358052.0
Watermelons,2010,369380.0
Watermelons,2011,1436500.0
Watermelons,2012,1727000.0
Watermelons,2013,1789000.0
Watermelons,2014,1810000.0
Watermelons,2015,2145000.0
Watermelons,2016,2325000.0
Watermelons,2017,2182000.0
Watermelons,2018,2520000.0
Watermelons,2019,2495000.0
Wheat,1990,49849504.0
Wheat,1991,55134496.0
Wheat,1992,55689504.0
Wheat,1993,57210100.0
Wheat,1994,59840000.0
Wheat,1995,65767400.0
Wheat,1996,62097400.0
Wheat,1997,69350200.0
Wheat,1998,66345000.0
Wheat,1999,71287504.0
Wheat,2000,76368896.0
Wheat,2001,69680896.0
Wheat,2002,72766304.0
Wheat,2003,65760800.0
Wheat,2004,72156200.0
Wheat,2005,68636896.0
Wheat,2006,69354496.0
Wheat,2007,75806704.0
Wheat,2008,78570200.0
Wheat,2009,80679400.0
Wheat,2010,80803600.0
Wheat,2011,86874000.0
Wheat,2012,94880000.0
Wheat,2013,93510000.0
Wheat,2014,95850000.0
Wheat,2015,86530000.0
Wheat,2016,92290000.0
Wheat,2017,98510220.0
Wheat,2018,99869520.0
Wheat,2019,103596230.0
